FID,ogc_fid,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,id,nombre,descripcion,direccion,url,email,contacto,horarios,precios,titularidad,tarjetajoven,accesopmr,tlfcontacto,infoesp,wkb_geometry,VEINTICUATROHORAS,fiabilidad_pct
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d75,127174944,,,,,,,-1,0,-1,,,,A25F-09376,Bus 827. Matrícula: 1701NJM. Línea:18. Actualizado el 18/05/2026 a las 12:00:02,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.462166483001099 36.720248476589745),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d74,127174945,,,,,,,-1,0,-1,,,,A20I-06996,Bus 734. Matrícula: 2264LRK. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:36,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.451346900001058 36.7033550595315),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d73,127174946,,,,,,,-1,0,-1,,,,A21J-09932,Bus 745. Matrícula: 6442LZP. Línea:3. Actualizado el 18/05/2026 a las 12:00:17,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.448503883001044 36.69756777651152),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d72,127174947,,,,,,,-1,0,-1,,,,A20I-06973,Bus 741. Matrícula: 2097LRK. Línea:75. Actualizado el 18/05/2026 a las 12:00:15,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.431662650000982 36.7108633925575),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d71,127174948,,,,,,,-1,0,-1,,,,A18H-06994,Bus 721. Matrícula: 5385KRK. Línea:15. Actualizado el 18/05/2026 a las 12:00:09,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.448820650001047 36.717619992580715),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d70,127174949,,,,,,,-1,0,-1,,,,A23B-09369,Bus 763. Matrícula: 8939MHR. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:01:53,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.428464117000973 36.71588547657482),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d6f,127174950,,,,,,,-1,0,-1,,,,A23B-09461,Bus 761. Matrícula: 8911MHR. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:42,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.444464967001033 36.72161979259453),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d6e,127174951,,,,,,,-1,0,-1,,,,A23B-09258,Bus 762. Matrícula: 8878MHR. Línea:2. Actualizado el 18/05/2026 a las 12:01:58,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.423800000000955 36.749013042688944),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d6d,127174952,,,,,,,-1,0,-1,,,,A23B-09254,Bus 765. Matrícula: 5543MHY. Línea:32. Actualizado el 18/05/2026 a las 12:00:19,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.428325050000971 36.71664700957747),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d6c,127174953,,,,,,,-1,0,-1,,,,A23B-09395,Bus 764. Matrícula: 5376MHY. Línea:71. Actualizado el 18/05/2026 a las 12:00:58,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.42762143300097 36.71577787657446),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d6b,127174954,,,,,,,-1,0,-1,,,,A23B-09470,Bus 776. Matrícula: 1974MJK. Línea:25. Actualizado el 18/05/2026 a las 12:00:26,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.430502883000978 36.71701324257871),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d6a,127174955,,,,,,,-1,0,-1,,,,A23B-09138,Bus 777. Matrícula: 1819MJK. Línea:11. Actualizado el 18/05/2026 a las 12:01:39,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.3531605170007275 36.720170276589876),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d69,127174956,,,,,,,-1,0,-1,,,,A23B-09240,Bus 778. Matrícula: 1726MJK. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:10,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.452024917001059 36.703300926531284),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d68,127174957,,,,,,,-1,0,-1,,,,A23B-09010,Bus 779. Matrícula: 2151MJK. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:12,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.453905783001068 36.704311459534765),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d67,127174958,,,,,,,-1,0,-1,,,,A23B-09026,Bus 780. Matrícula: 2196MJK. Línea:15. Actualizado el 18/05/2026 a las 12:00:16,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.440029100001013 36.69948077651815),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d66,127174959,,,,,,,-1,0,-1,,,,A23B-09571,Bus 781. Matrícula: 2063MJK. Línea:7. Actualizado el 18/05/2026 a las 12:01:09,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.436223050001002 36.70567729253956),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d65,127174960,,,,,,,-1,0,-1,,,,A23B-09299,Bus 782. Matrícula: 1636MJK. Línea:25. Actualizado el 18/05/2026 a las 12:01:25,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.443706417001026 36.71583575957461),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d64,127174961,,,,,,,-1,0,-1,,,,A23B-09566,Bus 784. Matrícula: 1280MJK. Línea:7. Actualizado el 18/05/2026 a las 12:00:16,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.448146617001043 36.730092542623716),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d63,127174962,,,,,,,-1,0,-1,,,,A23B-09580,Bus 785. Matrícula: 1540MJK. Línea:75. Actualizado el 18/05/2026 a las 12:01:06,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.492117050001228 36.678894492446716),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d62,127174963,,,,,,,-1,0,-1,,,,A20I-07225,Bus 786. Matrícula: 1339MJK. Línea:20. Actualizado el 18/05/2026 a las 12:00:28,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.424858033000958 36.73069972662588),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d61,127174964,,,,,,,-1,0,-1,,,,A23B-09223,Bus 787. Matrícula: 1478MJK. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:01:17,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.451383433001059 36.703373792531565),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d60,127174965,,,,,,,-1,0,-1,,,,A25F-09702,Bus 823. Matrícula: 1706NJM. Línea:71. Actualizado el 18/05/2026 a las 12:00:13,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.441029417001018 36.723693209601706),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d5f,127174966,,,,,,,-1,0,-1,,,,A25F-09230,Bus 824. Matrícula: 7030NJN. Línea:32. Actualizado el 18/05/2026 a las 12:01:45,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.397223783000863 36.73196164263035),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d5e,127174967,,,,,,,-1,0,-1,,,,A25F-09058,Bus 826. Matrícula: 1708NJM. Línea:14. Actualizado el 18/05/2026 a las 12:00:23,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.414415150000921 36.71437362656969),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d5d,127174968,,,,,,,-1,0,-1,,,,A11J-02853,Bus 703. Matrícula: 0938KBN. Línea:38. Actualizado el 18/05/2026 a las 12:00:07,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.441084167001016 36.72145320959396),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d5c,127174969,,,,,,,-1,0,-1,,,,A18H-06995,Bus 706. Matrícula: 5772KBW. Línea:9. Actualizado el 18/05/2026 a las 12:01:23,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.503577617001277 36.66778335940818),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d5b,127174970,,,,,,,-1,0,-1,,,,A18B-01780,Bus 711. Matrícula: 5873KBW. Línea:7. Actualizado el 18/05/2026 a las 12:00:19,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.4316384170009835 36.723928459602554),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d5a,127174971,,,,,,,-1,0,-1,,,,A18B-01906,Bus 709. Matrícula: 3214KCB. Línea:10. Actualizado el 18/05/2026 a las 12:00:15,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.504696950001284 36.67123659242014),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d59,127174972,,,,,,,-1,0,-1,,,,A18B-02601,Bus 714. Matrícula: 2284KCB. Línea:4. Actualizado el 18/05/2026 a las 12:00:07,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-0.0000000000711828 0),,44
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d58,127174973,,,,,,,-1,0,-1,,,,A18B-01777,Bus 716. Matrícula: 3089KCB. Línea:1. Actualizado el 18/05/2026 a las 12:00:12,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.413241783000919 36.721291459593516),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d57,127174974,,,,,,,-1,0,-1,,,,A21B-08647,Bus 748. Matrícula: 6386LZP. Línea:15. Actualizado el 18/05/2026 a las 12:00:19,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.4479446500010456 36.68890369248156),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d56,127174975,,,,,,,-1,0,-1,,,,A19G-09012,Bus 733. Matrícula: 8431LCM. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:24,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.452270433001062 36.70385862653324),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d55,127174976,,,,,,,-1,0,-1,,,,A18H-06976,Bus 725. Matrícula: 9241KRN. Línea:8. Actualizado el 18/05/2026 a las 11:52:25,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.460215950001094 36.726010809609605),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d54,127174977,,,,,,,-1,0,-1,,,,A21J-09056,Bus 750. Matrícula: 6549LZP. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:14,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.451442500001057 36.703416726531714),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d53,127174978,,,,,,,-1,0,-1,,,,A23B-09563,Bus 740. Matrícula: 1941LRK. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:01:02,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.451900517001061 36.70312352653068),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d52,127174979,,,,,,,-1,0,-1,,,,A20I-06960,Bus 742. Matrícula: 2205LRK. Línea:15. Actualizado el 18/05/2026 a las 12:00:08,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.43981871700101 36.6995523595184),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d51,127174980,,,,,,,-1,0,-1,,,,A19G-09237,Bus 729. Matrícula: 8456LCM. Línea:7. Actualizado el 18/05/2026 a las 12:01:57,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.431393433000984 36.728508492618346),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d50,127174981,,,,,,,-1,0,-1,,,,A20I-06944,Bus 737. Matrícula: 2484LRK. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:17,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.452025567001062 36.70377994253296),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d4f,127174982,,,,,,,-1,0,-1,,,,A18H-06967,Bus 720. Matrícula: 3851KRK. Línea:8. Actualizado el 18/05/2026 a las 12:00:46,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.438210417001006 36.72153402659426),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d4e,127174983,,,,,,,-1,0,-1,,,,A18H-06985,Bus 723. Matrícula: 9166KRN. Línea:8. Actualizado el 18/05/2026 a las 12:00:10,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.466998633001119 36.72504505960626),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d4d,127174984,,,,,,,-1,0,-1,,,,A18H-06968,Bus 726. Matrícula: 9115KRN. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:27,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.45188308300106 36.703247909531115),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d4c,127174985,,,,,,,-1,0,-1,,,,A21J-09897,Bus 746. Matrícula: 6425LZP. Línea:3. Actualizado el 18/05/2026 a las 12:02:02,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.431502517000983 36.71097980955786),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d4b,127174986,,,,,,,-1,0,-1,,,,A21J-10275,Bus 754. Matrícula: 6717LZP. Línea:11. Actualizado el 18/05/2026 a las 12:01:56,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.352298117000723 36.71838409258372),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d4a,127174987,,,,,,,-1,0,-1,,,,A21J-09417,Bus 753. Matrícula: 6695LZP. Línea:75. Actualizado el 18/05/2026 a las 12:00:08,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.448681467001049 36.697453892511135),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d49,127174988,,,,,,,-1,0,-1,,,,A23B-09466,Bus 755. Matrícula: 6529LZP. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:08,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.448509767001046 36.68041079245217),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d48,127174989,,,,,,,-1,0,-1,,,,A20I-06976,Bus 738. Matrícula: 2428LRK. Línea:7. Actualizado el 18/05/2026 a las 12:00:19,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.451099200001056 36.68140710945563),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d47,127174990,,,,,,,-1,0,-1,,,,A20I-06975,Bus 736. Matrícula: 2601LRK. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:14,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.452168000001062 36.70381602653305),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d46,127174991,,,,,,,-1,0,-1,,,,A19G-09011,Bus 730. Matrícula: 8449LCM. Línea:8. Actualizado el 18/05/2026 a las 12:01:12,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.36391120000076 36.721801909595456),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d45,127174992,,,,,,,-1,0,-1,,,,A21J-08964,Bus 749. Matrícula: 6571LZP. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:01:19,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.513741317001324 36.714353342569154),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d44,127174993,,,,,,,-1,0,-1,,,,A18H-06988,Bus 718. Matrícula: 6015KRB. Línea:8. Actualizado el 18/05/2026 a las 12:00:14,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.377167083000798 36.72227104259703),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d43,127174994,,,,,,,-1,0,-1,,,,A21J-09793,Bus 752. Matrícula: 6639LZP. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:12,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.4516660170010605 36.70354172653216),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d42,127174995,,,,,,,-1,0,-1,,,,A11I-00562,Bus 783. Matrícula: 2244MJK. Línea:15. Actualizado el 18/05/2026 a las 12:00:53,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.426397517000964 36.74806099268566),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d41,127174996,,,,,,,-1,0,-1,,,,A18H-06993,Bus 790. Matrícula: 6530MXV. Línea:28. Actualizado el 18/05/2026 a las 12:00:13,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.548780617001494 36.709911426553646),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d40,127174997,,,,,,,-1,0,-1,,,,A25F-04523,Bus 813. Matrícula: 3916NHM. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:01:47,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.452492833001062 36.702810092529596),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d3f,127174998,,,,,,,-1,0,-1,,,,A25F-08256,Bus 814. Matrícula: 4579NHP. Línea:20. Actualizado el 18/05/2026 a las 12:00:13,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.423656650000955 36.71366595956719),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d3e,127174999,,,,,,,-1,0,-1,,,,A11A-05866,Bus 702. Matrícula: 0893KBN. Línea:78. Actualizado el 18/05/2026 a las 12:01:12,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.503109933001274 36.66986692641541),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d3d,127175000,,,,,,,-1,0,-1,,,,A11B-04635,Bus 705. Matrícula: 0951KBN. Línea:38. Actualizado el 18/05/2026 a las 12:00:06,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.44660486700104 36.72208922659614),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d3c,127175001,,,,,,,-1,0,-1,,,,A20I-06952,Bus 739. Matrícula: 2549LRK. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:13,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.45196330000106 36.70374777653284),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d3b,127175002,,,,,,,-1,0,-1,,,,A19G-09031,Bus 732. Matrícula: 8429LCM. Línea:3. Actualizado el 18/05/2026 a las 12:00:13,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.383771950000821 36.72149147659433),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d3a,127175003,,,,,,,-1,0,-1,,,,A18H-06964,Bus 707. Matrícula: 3008KCB. Línea:10. Actualizado el 18/05/2026 a las 12:00:12,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.435068000000996 36.7081423425481),,80
